,n,k,t,speed,g
218,1023,193,118,0.18866080156402737,715B37AE185B8147D5BD949B2D8178A18FFCF26829F0E9F8269E71B07329090513B7894EA8AE94CD514DEABD4AD52170806B1FFE94664905CE03F6E0D5798A23706AFB6237636880FFFA945DF4A873B123CE4E5522FC18FB033DB3B514AB517A069D497A619796E1
219,1023,183,119,0.17888563049853373,173CEE79FD5C093A16F020B6C6ABD0D862C47958D0BD8E024F38F17120D3E74F5A66DF1B1D13F15F0B20060834B95BF1353BFD09906DCB6B7EC7CCA47160E8ED39B8AE251F8AB9B283CE6126D6201769E47D3A863349C4CD95FEE6441C169CC910127E0E81FAF07A2A5
220,1023,173,122,0.16911045943304007,4F16146C855C7B30CF8378A8019589B07E649896A15C3DC1CB0B2D28AE478661FC45495D5E9A8CB788EBFFD850B6D9F56842EA4E103649DAFDFD26B192FB5D76C1039C908CE4EFA319B3F0C1A668AE068F6C3E328310C7DA1ECCD012F6DC40C5FA2E412DE7F5C65ACDF6B
221,1023,163,123,0.15933528836754643,1096590DAA818E20099DD0E440EFE43DAA8BEFECEB1ADCA5D7D8CCEE54FBB62B0962B83E0AAA527166C4BBB7BC7BFD0EC6FF32FCFBA9F7E9E877F498E91F71A15790A56C0846785E40305BB65E4330E8EC56F349915801EAB4183E3D644859E07B937232F8FA8A90FD3A6187
222,1023,153,125,0.1495601173020528,6761FA85835AC5DA57313011BE9A91AED36507A175A553906B5CF00B5DDA55AA880C9943FF48874D9C81FA90BEC27D6234F663E22212B79631155E69E53FD83D477F47DC879C455AF26D9FB488F8AB196BD76C72D935EC072A8AA342470F1AD3270345B4FB28925980D493D149
223,1023,143,126,0.13978494623655913,1717755C2FD6F5C5CC2D53D1AC13E562F626AFA55CC84F1870DF1FD8D17E4CC017B473DF31020C7E59F3635B0BDDB1EBCB3E2D7F4483BF704E8FE2925F6FCF2633F9A8632614FEFA1FF03349D4F2DC5909BB0AEFC55AA4B6C15F5399415944C67D859A69E49B45548F936FCFE6355
224,1023,133,127,0.1300097751710655,4C7A84A542AD97EEF3DACF4A9376E6F8AF074982761EA113B9FF9BA962265B248E699A5C005BFD1B1D25A9E9DC2C71B287A5E85F1079593C1E8CE3CF6CB9965C90ADAF537026B18D5E2D04E6814FB37C150739BC360891721A9F7C3AA50077321D3FA3835AA772BC5747F595B44DDB5
225,1023,123,170,0.12023460410557185,1C314A7ACC95481E84C1AD19FFB68B571E2385F07FB202952E2B8F01136828A36C8A663205DAE5631C677ACC0130F40B5672CC85AA6425A736AFE56687E1C912FE78636BEBB926AD5B88BB1C620C88E791D8337D32509B6763A8955C413247E706F3C84EAAB7D4319332375D74273A0C35
226,1023,121,171,0.11827956989247312,5496F76467EAF8599E44434DFE01B0A55AEA99D17E1E0DEBCAD2AD077818DB6807B7329E1904BA29553464640792CC30A35C6798573CF875814FBA3197A57F7CFB692813922FF14282BB21552E27BAB6F50898739FB3C0342A5BEA95C79FD7B510DB79E955072C94F99E84924CF5A6248B
227,1023,111,173,0.10850439882697947,1A90BD1DAA72D50D2B12CFB8130120287CBDD709B72CD5718D22764B53E9330C31E5A3C9FB83A5EFFF8763DAC82A007CD15943E751B770E15D174D1B4847430F84764CE3306A6C667F997DA1030F3DA2E7EE22EE7C6FC9E4ED0F7C0546643C544EAD8B75138EC97DDC39367048B1FA6926B4F
228,1023,101,175,0.09872922776148582,7659D7EB4FDBA305DAE075E693F0EBE3E9E038941C8DC0944874546E154388AAEE586AF831615FC5CE7BBDE335D0FF902519F747EAF5B6CD5DE893E796935637643E76821889F852B49A7FCBACF515072685138B204FAC544F46429501A76E549B6332E18662CD8E5DB7E977E883BF594EA1D11
229,1023,91,181,0.08895405669599218,105A7FF9510A30ABFE210ADA01FFF4BB777C02AC6CB80C86F1730F3962C1468CAE22A8ADF13D07D1BD0142107C3CADBA1BBF9EBD1E075E5CA149A6584BDCC621E4F436D00A366BF62B461C3D8DC3464A2FE21A0506F68A3BB46BCE39636270687C73A524C56758487147BB8E7FC0F87A3F9364264F
230,1023,86,183,0.08406647116324535,25A7C7F363464E77BC2847AF239FEB138450C5D904959AE431ADED4F0B1EC8D2BD2FD1FA41269E2A0E92C085E0B5BAC1102B233EAA6F1ECBA0D5BF4301F371A9AE9A237916422BAEBEE9DEB7A02A696276C2932B1C3FDE5A3E8BD31F082A5BCC603C9952F7C1130679CAE247878DC16D533B2707693
231,1023,76,187,0.07429130009775171,B4485A5811F7B784D4631EF8D11B5B911C6B53A7D32A74A0674F4E3C3DC84DA238477F2A68C6D4B207A2F94C3D1973B6AE51A7260D68DC4355B180EB01164B1AF9A86B70A91BB90318CF02057AA5F7D63C67789661099F49C3ADA236A26D0BD2342B8C90D7D7A1881A142F4C7496742CD205630977C17
232,1023,66,189,0.06451612903225806,2DDA2C7243E1831BEADECBD9E146177143DE56725379DA5C8B989C41419D91944F982EA21D51AD4A0D4D5F4722A95EEC10AC61CE8DB2671863733E026AB45B5E5EFE961E899BAF709450D732F86789DB3AD75548E9EDB87CBB25C24C2BAAA4E8FF8A953500715C81301531A2D0B12CBF47C3FE1E22F6F183
233,1023,56,191,0.05474095796676442,EB7B08A1BBCC8683FEA49561E80E02DAE248C127DBF41622F72B181E7FA3DEA681B4A83B43C8748338F05F128C6526C3A4854BA77D6027F6885B89971B51189B73AFB607554FEE7631C0571EFD328BC14BA044E51D537DAAB12B908A5AE271DF0BC830A07A2FA3C912ED3B74F888CB18B0DB0F9CB2AB54F6D9
234,1023,46,219,0.044965786901270774,3306C395DAE4C21517760BC965A793ED5AB24CEEEE16A61F6F9397310D97C67CBFB3B3AC33B417568C8923DF2A37EDF1129E4508C0CD84B6FC1B15EAF30CBE3C1F27BA477B0D7D0C240D7E1E1126819800494545497DF2B5E2D659F34BF2BE5FA022802838E146C253D7612CBC1F5291151A90111CF2BAB51FC3D
235,1023,36,223,0.03519061583577713,9AB9369AB014BC045E5111F1D014F447D231DDA0EC0A794FA40D2601A71EC84382DF3B641DAD29B06ED0C6CB39F27889BB8FE4B1F42E27D49B7499A3E2CED66D2859AA57C2F386871A9E8FC1CC941D5549FBB054701873FFFBA2CBCA1F91CD40048F455AF18262F3D1A275F238A914638D7F1C863044D38505E8463
236,1023,26,239,0.02541544477028348,39F6B4CD951574CC319F9068D9D369A2A54887A36483F44D36820A1D29EAB2C6962BDFC0299D0299B01987D3DC4EE79550C7E411A360D7F266EDBC3DA9DA22A9DECC1233EBC284DB4940B53AC779CEB5D0F2699BF11B6B793E0EFFB7F882CA26F5D5A65ED7F03C089CBD68C4393E324206A8BBDB9F846AB6696FA5339B
237,1023,16,247,0.015640273704789834,C1E597DFB270209848A33E0845E7757F25E0A9131ABA6BD6472289F09BF61E8FBD1121C3D9628A97FF628F9F45830CC50405AFA2910DCC9A3773C922B09F1D9D8A6EF6B81406B0087C88F314B101E2BA2F7F02BCB13D8586A568B9B69EAB277AC7FD9E1C9690015A120A9B20DE65BBD0F125D9C695712E8A9DEE174C99F1
238,1023,11,255,0.010752688172043012,1C7626A215C2D5F402AA178B734A614E606AB33582C7B9375908A8CC4462B17C2479DAD32EE968B3A7EB6821CE44F0D8D3BC80C72B5EF69051D1BC12AE84C60F8DA9A1A3EA4CF2917502E3235CBF36EFB258654F44B9EC0470FC49D766F96C20EA97AFE92187702714AF327CFF24A287AB7A6CFBB7EFFB6CB2833837103C7F
239,1023,1,511,0.0009775171065493646,7FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF
240,2047,2036,1,0.9946262823644357,805
241,2047,2025,2,0.9892525647288715,4905B1
242,2047,2014,3,0.9838788470933073,26F8A6E7D
243,2047,2003,4,0.978505129457743,13290FCE83C1
244,2047,1992,5,0.9731314118221788,D52A8400919ECD
245,2047,1981,6,0.9677576941866145,4855797AB7D105E3F
246,2047,1970,7,0.9623839765510503,2596CC52FCA5E3DD5261
247,2047,1959,8,0.9570102589154861,106C013CA21F889A28D6DD3
248,2047,1948,9,0.9516365412799218,81DE5DC82449691F7C93FFA8D
249,2047,1937,10,0.9462628236443575,504D1D2EBB0F1D7EFCBF489ED547
250,2047,1926,11,0.9408891060087934,25F6D4664D093A23BF2AA0C4AF17939
251,2047,1915,12,0.9355153883732291,114AE047C58AC6994F6018ACE44320A287
252,2047,1904,13,0.9301416707376648,9C8E0BC77523552ADE35F9F18C196B661FFD
253,2047,1893,14,0.9247679531021006,6D486763BC2621D6C62127AE81097354B74C2BF
254,2047,1882,15,0.9193942354665364,28C2EE34986FF459BF5614B6D725974590E453CAA9
255,2047,1871,16,0.9140205178309722,1A3E8171DBCA4EE1E7CDCA7DAFB8D8F39807285166007
256,2047,1860,17,0.9086468001954079,87E334D6B82E706F93ED31569CF15F032291BD1E072C813
257,2047,1849,18,0.9032730825598436,49B9A30B15B0EF8B939A3AE43D0A8C4F9F110EDE0D9983679F
258,2047,1838,19,0.8978993649242795,2EF269C4811CC7466C19185FF5D0D56D485324027F8C0243C9D95
259,2047,1827,20,0.8925256472887152,13A4CD451DFE0A6C9EF00E7C95E360D82BC4159BA5237C3D2B8685CF
260,2047,1816,21,0.8871519296531509,B409D4E0AAF11FF1940B9A9ACC23165D49548FBE0DD703BA9EF8F8129F
261,2047,1805,22,0.8817782120175867,4FD8A9B5DD2DACC72BBBC9AF1F3BD33CD40E4689D9967251DF9D1A10E9DB7
262,2047,1794,23,0.8764044943820225,32EFF529C5448D86D53630717D1C02F24D38EF629F1EE275894D4C5EB8FCEE4D
263,2047,1783,24,0.8710307767464582,1311724B1547752D3E86BE06A99F29D62BDD13ED3D43D0050C4FA58DDD14C9D388F
264,2047,1772,25,0.865657059110894,A07F7BD2C9BF2D1F239671F27B150C32DAE353DFF8FCB1749EF7CBD4F561F0F2B71B7
265,2047,1761,26,0.8602833414753297,4199D1C1C440AE9B4274EA5E0C6C2BA2510D946C1EA158651B85BA792A0DFE0F654A6747
266,2047,1750,27,0.8549096238397655,33BC798ACE56A7115AB1CFAA74DD9E8701F287D10832E3E1E425A11A8480BA938F8B7FA6295
267,2047,1739,28,0.8495359062042013,14B62490DF07814D8899E9B9DB626700D37A9049DBC0C4484AD6C549ABAE7E6F58A406CF86C0BD
268,2047,1728,29,0.844162188568637,95E41436288B4FE02AA7091D3BB05892AB6FE95AEF2C67784EBD4E92D79A55D1B128C33101DC0A53
269,2047,1717,30,0.8387884709330727,413F2FD546F46904856B62271B5F4DD8752DB683FBB3E9481E6B590EED213B725B06C591A845A1EB69D
270,2047,1706,31,0.8334147532975086,2314FF860B8FC1FAEDC9C7F8455F2ADAF5860999822278A76B026B2CB77980EA25A4F215658BE4648A64FD
271,2047,1695,33,0.8280410356619443,1E29B5C67999CF994D38A6AFFBF4478C7B5F186690A415AFDFE3C5497E86FB13EF32906349A4961D2D63A14A3
272,2047,1684,34,0.82266731802638,9FB31F65042F4EAFB6E98E0018A4018080025739E97A656A965B143E92C2BDADAAAF18CE2DAD902FDA5F686FFFB
273,2047,1673,35,0.8172936003908158,669FC020F150EDE33D2C91B7AB77F97067F987ECB48CE2E9129AB2029D4127379A868D0CA5708BA84CD5A98528CCA9
274,2047,1662,36,0.8119198827552516,22D014F3CBC77370C7D5EEF57E0C330E110E5D948E7662A6721375E72CD3C5AEE6F6386567128BEDDFEC38052FA9AF285
275,2047,1651,37,0.8065461651196874,1802189B70B1094DAFA5583545897D338909DFA0D029060A3D98F440D4463248B495A6DD14DD8F13595418176B550B6A98EF
276,2047,1640,38,0.8011724474841231,ADD18539884CEC572ED9226E462A8A6B0AC2CCB1C6CAE40E91014CAC5663F3F85CF7CCEFBDD74B024E41412450F308CD54F7FD
277,2047,1629,39,0.7957987298485588,791B3A5CD446723B53484D6F19486B9B49497031938E76FA4AC0CCF0F7AF14C8B3CAE2FB2FBAD359707D152D44FCDA5B576377AF7
278,2047,1618,40,0.7904250122129947,303A626D564FF47B92CC678D42E551201E4CF69C510D1422E837C5149921F9F1D84F9BB03C9697FE4BB19B91C2A5E2F85E7AB2B9C463
279,2047,1607,41,0.7850512945774304,113C6733FC310A1AE742E63EBE8EBA42A8889911C8482790CC2138677FF2813F2A90CD56C6144135E47353A855BAB6FF1D7FA8CEF95904B
280,2047,1596,42,0.7796775769418661,DED56047F1162E97BAF64DB956A0979446B1C8CF4A8BA822D1B591D7512D70910BD3DE838DCB2327A7FCCEBEEF9C09FE9B50C4D68B08E655F
281,2047,1585,43,0.7743038593063019,73DA9F4BABBE399C26E5FDA33B760A954FEB21FE0E1AB021EF01FDF304D35B1A31A99E6934832DB6CA169E06B316B0DF48B2567B6FB02AB578FD
282,2047,1574,44,0.7689301416707377,34876C190759BC162C3997AEB4BE84B117A094D754CF9342AD4CFCCECC295038D6113A5632F6078F6799375FD063F4E4ECF5820B758E562E61267F9
283,2047,1563,45,0.7635564240351734,1DC9AB1C7FDE6F4D55B5E44591EB3DC85ADB1136DE3D3333C5F551423A6D78C52119F61A75B936BB8E48A8F8B258D932443AB1B0D53E5FB8CDD2206FEB
284,2047,1552,46,0.7581827063996092,F8269F35BC4C89439AE8A62B81EBC7C840AA0614C17BB93426601228D0E726415CC92C22D166CFA9333DF5B5235556CF25E490BB26C38FDE49D8E3D6B001
285,2047,1541,47,0.7528089887640449,6B7A4E6B470A272C77FCC13479F1206A99D386F8346AABC48C6638E5544517E1A6BE0FCA47C187A080AAEF864E5174CEFBE02C3BAEFC963D0ABBF418E291B87
286,2047,1530,49,0.7474352711284807,34ABF77A55E455C18C7EE911A2D2D8C65F8D64D49D3B061BA5DEE8BB9EDA14C60934562AA893FB5E59DE29E34CA7E93E59FC08DBB68C533555B8727F7A6B010AD7
287,2047,1519,50,0.7420615534929165,18BFC4B0C5ECAFDD36B22562F57CA05FEC6C067B747D9F8C17528BA036BC4D6A80E179090C7BC680E592A1072AA1EBC68F8084E72B57377F00D59102D958834DA1BF9
288,2047,1508,51,0.7366878358573522,BB15B9C06866F61EBCCCC679253929669900017D79C46DA93AD0718CF18AF1F8B6C5D2EFA510A65AF42769F28F55E23611E1092D66935E0BAA0D07FEB4CF741B615F009
289,2047,1497,52,0.7313141182217879,66F345CDF696109F79AC9F112D1EA59E4098F0CBDF6A646D55972847A33DFA37DC603549B91D9BDECA02D15DA272A8C27ED439AF0F8641B7C74934D1A48E529CAD54B5AC7F
290,2047,1486,53,0.7259404005862238,26D09293FF0E0B3BBA8C38592B23C3BA1D1C6220F881C5CEC962CC18C60A74FB2E6117364203B28D0EB9235DA3756932E7DFD0B9613D8C679E6D173C61A623FAF8C59D28AD99F
291,2047,1475,54,0.7205666829506595,120269B827411E3759818B4147999B9A4CF3B532080627BC34E092BE595618AE8A3A979617D0E2559B639DF11CEC78E08B433B6D5E73DC56C94FE95346EBA5D69C8687D004271107
292,2047,1464,55,0.7151929653150952,ACBEB0FB5F77234A4415A0492545245258B9416257D0CFF308C7165E96A8FCF0D391B03F506F436EFEFE3C07C3FA049BFD5D09BD72CE0C667B13897F87CDC4DF8DAEE5393FB1235F33
293,2047,1453,56,0.709819247679531,5551620A2256764A2D18717B447C17B075954E6B8F0B3AE4A58C295453C5CF60928CAFFA0F3191C29BC8AB8DB5D359B0AA62C717F9FB7E31777DE48CBABAE0B761B88267584D53E0F595D
294,2047,1442,57,0.7044455300439668,2C18C2DF29FB4C1EF2ED297147460D061EFD82373C1B88FAE4D30D9D75D43796048F10B6614C427B2E358F3970CDDD60D958A01B3534E0F54BCB73A33BBBB09D900EADB78D49BD354BC5C253
295,2047,1431,58,0.6990718124084025,194D21737C3249C9595AFE62BA0ABB5830FC9AD0EB75294459AED4F6C031D6E619A1E5DE5E05581316BD966F8B2611E9A21FF252882569E354EE24104AD9175FC3D46067B6BE9D2968EB4E51F8B
296,2047,1420,59,0.6936980947728383,E328C954A805AF6EC46DEE9AC565F43ABBA026AE04D2592925C01E01EE99B9D36F69C0585EE7D9C6E8ADA4DD7D117466625BA51A575A6127206D581DB48A5BB9BEDC153F4B50B7E03E4D40801EC4D
297,2047,1409,60,0.688324377137274,66D72932BF068BD2DC78FC361C83D598BB02561220E12DA3D7BF419DBFF7EB3D9CEDE6AD8DCD203A685FCB25F62B729391D38608D161DAE425D5FCB39FEF830AA20355724215E9002C6F48FB65EF3C71
298,2047,1398,61,0.6829506595017099,2ED50A8B72E35CAE31E2DCB32F67FC9F3738348D26A18EF12F3A86CDD25D01BFA2F7992B96D31103452850F6982710C8C95372FAC51FDA718E72D00FEF743A9D09D77BD37D1622308E625DCD9217E77AB91
299,2047,1387,62,0.6775769418661456,110C51F0BA8D9F5303028AA70D04098D06B8DB816A6681CB8B86686AF2A9F76FE9AD9FEDAFA249DDB7EAD52C86038F52412BE9032B8D1CD3289680CF873226178E99A122E78584A445CD4E82ACD77D7EA64F45
300,2047,1376,63,0.6722032242305813,D3CC0AB83346A3CC8F344E188074F879E8A903DDD4398992DD4C7AAD223774EAFE634419E5BAB019C7E239A99BC297B20BE6A568EA574097CCDF54421E4DCE4B73A26C243FDA3867BA673F455CB3C94C5A060EBB
301,2047,1365,68,0.666829506595017,5907155DB3D9CCF87183463D1AEDE2C3EE22A11E6E7CA08871939BCDA208571FD28FF5245DAF38D905D940D95CC3289B1948D422986AB73D990EE435712C945B4483980239398FC7EA42AEE61AA0B2D0C26603C6B43
302,2047,1354,69,0.6614557889594529,3D4E5D07C9038AB6E504604F47816D9B940ADBE042CD943916098EC9F13347C307CFDBC7BB114FF927B402F49AF2ADB36C782F54EB011E1FFB44157C136678C68E07A2FA2772FB3CE8081176D442C8CE5B84F7D5CCB687
303,2047,1343,70,0.6560820713238886,140B59BCB0C12454FE745A95BA9D878D7DD829D44906CA2996E4B4B4C3901462E1D29459A3799C02AA8045E514F49839A58A4FDA181F00BFAA7FA3D6E041A9343A42E7A2B5B1D346619759FBC24545ECA3DE22C0171E3E6C3
304,2047,1332,71,0.6507083536883244,98B11540E940DD0C7249BE91162A7CDC0691A551B3EDE18595FEDF0C36328B59CF65D44298170FAE3C74764A43785653C57F4184C587D31CFFBC6AB995398EC3440CD7BA4273B9552512ABA53D808B1F91E434E845CA326512B
305,2047,1321,73,0.6453346360527601,556D51E801C2DEB040F41D614A0FFC48C3208D8CE900201802007EBFCFEB570D00CCA9028E83FCC2B6B45FAAE939989EC53277AA936C038501A3815C14B543C18B5C5FE4A28A4832A508CB9B909AA78364F0F67D376E41F1CCC4CF
306,2047,1310,74,0.6399609184171959,374E1DE0B324341CE7D3D3576C3C7FA5D337677AC429AD4FF3544C2750179B6D833B02A414215E966484C4469E9D92245AE4EAF1314662080A732592EB2E440D5D7737F90339C02FDA7BE8067F16545C926EEF20CB214D1AE01136931
307,2047,1299,75,0.6345872007816317,1267E1F9532CE51CA28D6A552F2E74700B144FD1FC9034D4E0B63B353CA80B8F7E454122622AAF6ACD9D6D5464D05E27D1F1F1C6366662F3EE95407DE0177144A0FCDA793F8CF0464EBFCE94BDBD4564CB0FC0369610518826417AC77DA1
308,2047,1288,76,0.6292134831460674,F98E5662614231FEB13C83477265000111C614D76162848B78D5DF34E0F94E79BF7666E18D25E646ED64B81DFBE4FC1F3F270601E8630D1858A5BBB4272EFFA277639273FF98424AAAA39A8E07DB249A61877ACBEC52626BE096EF9760B5D1
309,2047,1277,77,0.6238397655105031,77FF5425B94DD5A2A2C22E8A38F21DD094BE7AACD18E31D5FBB17981172996ECCDB10581AB4E70A7354FA00028A52D13383711BD8357F6BA4F8E406FF53697470FCAC6A6FD08ABFDCB513E3FCA55DEB6B2A6B0443A9B73FCC66A2106857028389
310,2047,1266,78,0.618466047874939,3C5321A79CC79E17B573FCC506383D21D77EB2D300D9386FFE36AA00C052E7676B32F301548A5067FE70466A169F56C6D1470F1FA781B55FC123E775EB2787DBAEF1437B65BF9AC983B2330C9A0296BFEF2E0775F0CFDC2897703563B4CF19D92FE1
311,2047,1255,79,0.6130923302393747,1264F26B1577C68990B70AD40BD73411E95DE1963045DB5D3871919C3EFD38F7BA68C4EEFD149A9E0FC69A62579B9A29416A684EDBBD01882A59130B13FE07DCC23E3712FD070F05AF0E622F9D4CA9793EC3CDA1191F050B4D95C91256D8980BA47D9CF
312,2047,1244,81,0.6077186126038104,C32F0C8630BD3A84688B1C488AF656C751E3956B8AE4510495F65CEDD788330EE09DA42BD9DF4A44E6824CCDA4FCDADCA442CB07E60E7E1108EAFD107BFAEB6518BC412A4515122B21F57BCC6C63AF253BA3D4E9B3E6BC758935C3E35A297B24E651E42D7
313,2047,1233,82,0.6023448949682462,41A43746FDA4E4CDD69553A6DFF484D69761571CC70A9FCCDAD8B2C10E4A7BA858625B92326FB996104D0F7BEADF91DC11E56EEED6C63D237CFBAC495C1DB485216CB3B3A8BFFC108517ED1FE3B4F907EBAEDC085488E8C00427B9F0B297CF871E0333C4502B
314,2047,1222,83,0.596971177332682,3BB8B42EDC65B6E0FD2AFC9FDA17834A5B37A98F8484137F8531E83D4DC00C332333C838EC4BC188A3D0017F39B2724CA13056CA360E195537F1689EC65DD15FFA60E23860F1129FFA2B2D39CFD9D35CA0363CF811B18870C7ACBA2C018A9901A513873AD228CC9
315,2047,1211,84,0.5915974596971177,1B7BDC958A079F2DB0E9EE280692A94ED217E22AB5EFC20E260E593C69B1ABFDA31CFC94217B10B57A2E499BCA1F13461655FC1AD2585C2D54A79154E38A4EA7BFAE547C52FF10DD7380822B8D8616B6C3FE66E83BE60E0F66233E67C93831673B703A9A58D991016D
316,2047,1200,85,0.5862237420615535,C4D59DE992F8127FADFC09933B04EEDAB4D4C1F8CA6B76578FE01F19B832C62BB64118452061157C6DA22DE659603DA5DC8F818472F91D27436A4D4D121EE67918795A4C13D14244629129104E041B5CB57EE55D263922E0A6EAF92D0FEEEBC9412254C4158E69AF61E9
317,2047,1189,86,0.5808500244259892,5B570C50407B35EEFC617286FD774ABDD7BCECAB9693A640B6BDAF189F8A7B03EA33E06BEDD6EF2375D37253F9C8FD302075E12BA57DEE64502EB89E10D22D1205F853877F01900E24A23F9216EE1711ACF0A26B70A9C0C740C57A786631DB331EC13DA74F7CAB0B5894E3D
318,2047,1178,87,0.575476306790425,34A9147BD45E31697641D6D02639716EE9771BFD550D2D23FD5C022D332E3702B10380732310B1BE3B88623BC6103066E995E85BBDA8D3844B7244B1A8743098A5D376CF78C430608F68ED54E39D59FBF8ADDE9CF2004E896800946D3C63BCB103F81CDDB30B38247501BA30B1
319,2047,1167,89,0.5701025891548608,161D178F4A6960D7F0AA43B26A233BD1F8285E8B5E13150B9AD8BD45B70F3150DA52E33F2EB3CE843164D5A5930A387F4EE540083C2FDC211F603AD4CA61C57BBFD570E89CE3FA3DCC4431E397BC75042EE7B622D15297988E98E9B967394D6932C31444BA7D50DB0CDC280504F3D
320,2047,1156,90,0.5647288715192965,AFB24D47BED60ABEB42C9B570680635E07B2B452AD52F8E4B253B24F8171AD8D091AB70291A46E108904033CB292EF3E0CC54D8C9D66263823E757DBBE1E98D0B85035D35B53925559F9CDEFAB734E30E6713F8A18BC5167C127A3EEC1182885E92303554BFBB90238BB7C1726A048F
321,2047,1145,91,0.5593551538837322,488969DD24F822C6936043F00D0B13C6B9B7859745AA70B3785498A8CBB95663EB6BBAE1C29D345AB47ED38BA9A064D24BD0F55D0A4ED0C9E822F9B58349985AA5F0B21747EE9EB55DA520EEF34FF4AE9AECF440D36FB264C139DE1F9D320E4CDD8DD244C7CC525669FEB041CF0F13C9F7
322,2047,1134,92,0.5539814362481681,287892F0C0EDF653F84C8225E4D9F2BABA260DA471021C5C685DFDF7A217D6AE00D1044997D72FC42B48003CF8DB0BFBDC21C05D3865CECADD0348F362CA350DE0C644E3E841976EA9730BBC1B82BCB1F1945427A83E58E251528003E3BC558DE598190A988E4078DAD782CA525B8BFC20C0B
323,2047,1123,93,0.5486077186126038,197B04E4052053730890499B3B1552B1AF5FFD1623FDB5842272E2B6D3115AEA2B29FDB7AF82666189331E95A8D62C827D009B1A2795D7A505B8B3C858609A91D84271B090E1D56F6542843D296C589A573361200C5CA322CAC5640940119134735F7FBEF7399C9FBE9697B6BB5BDF28EA6C1637
324,2047,1112,94,0.5432340009770396,8028CD13BF295F1DD11899DBA4F2430137D704DB33E6941EDD6C5C7FA2B797182819688B490040E50BB9C4E5D003263DDE882947F804448B1314B3FA4D1881F6BA6EDED216B9E255EFA49F7FD421040DBF6954262598CCAAB8918D7BE93E967FAFD4A9AA2BE9E1D6881523AAEDF75A2ADDDF80FDC1
325,2047,1101,95,0.5378602833414753,70F3787B480F56988379BADA92FE01F6811617F7FEA3EF9955A9E50F55C1B66938BD51667B6B6823C6D99B1CC6103C18ECAC9D6FDC863CC58BC289F13A3573D14BC367EC2E9C9500FEF29E310DAA98534F5724A021C527FFBA9FE07C3CAE41FE718CDD175565ED53620BE6E23FB63E8E958A4A069B6DD
326,2047,1090,99,0.5324865657059111,214F981A3BD5458F21199E80BB1399B0CAAAA926929D6E4A9A5F6F9DB4D563E25ACD49B481012B7D0BFB9BB04B3468FD3169D32D8608460C367B37C7259E0643520FAC5D96B0D8E83BB725559584AD3562792FA5B531B69D4B145CB689C739DA6897A2660223460F0CB6ABDC0B8AFA87B8E1CED84901989F
327,2047,1079,100,0.5271128480703469,1A214FD0EEDE9F9D610B56E5437AA93054FF5441E5140F4DD0BAB7AA2BC5978591C978E43E0EFB1AC1F54B1C5F530477992A4F22C09A26FD5C34570B3FBACCE06F17871AF4834804739056E3F46DC435753230973FD4FD1AD639D6B864831706737FA9CFDF17EB2C36877FE3C9E79BA5A0D85EB4556B0698681
328,2047,1068,101,0.5217391304347826,F28660B0C4BD84DE5769A03B7A39BCF8A2DE0FB33811F075A4B3241F98A2AD6456C8E231A0D1CCA1D40295CDF2DFC0308ADBA348547730CF46E1948066794D61DDC6F6C43B67A3B51EF255067E51578378680A9E218E4B9B5953A199B055973B0ECC1D7D589516E7E11E72B4CBF2A860F421933200045918A740B
329,2047,1057,102,0.5163654127992183,458A93EE160721F2076A976D7AF7493055179D1386C40FFE8849DFCCE7BF32C2F6329877C5A2EABB91CC2EA4864009F07A87A269C683A65900776D81B29B61F3535A4119C5B350685FB8F787D32BF9B52BCAB86C2D9259237D8F2E34524A8B734D835AAD3CBD1FB2C9BA18E770B5C603FD737BB74C63382844BD4845
330,2047,1046,103,0.5109916951636542,3DF4DCA8B918D8B6CB20D53D6A33F3F52B258601E6F568A229727C801025A48FE1A14880528468461E32F4A140DBBB7A952DDCF45A3576CD32DCB73F9E21836A0392B20EBE2B5E8D35E58355C244571A2B66F94773BD6DEC9A5D2643903720AA51B031EAC28A5BCFB1060E4AA34B8308793263571CD68BB2209CE8420FB
331,2047,1035,105,0.5056179775280899,1D68221A5B643C19627818909F25FB6C64E0EA63CF65F1C366B86AFAF127E9656412157E148627CE39FDABCBA1CD2AE56A25F9C1188FDB351B2D34452DBD154E9E946A2045A6CA4444CA2C92C9D45FDFCD15BB32EA3404BEA959DF100907B360464A8AB0AB6ECDCF45A11CF19B222A193017B8C98CD634E5C5C822F47DD131
332,2047,1024,106,0.5002442598925256,8481AAC93C8C1F05EEE9D039CE894A85CC6288FD5168FD705805A56CE4190A1CB7F210431DE19D83F534C019B286FF3673025750BFA63785637AC9E4660E9C395E1A643D8EBA7391BD5F07ACEE2FE4367DC88883355FBE81D5F8A109175A1F235D75A2EE64282F9AC39DA8D19CB2B6E4736115BBC6ACEFEB3482CED7B61906D7
